id,School,Class Period,Condition,Consent,Unit 2 Pre-Test Type,Unit 2 Learning Gain,Unit 4 Pre-Test Type,Unit 4 Learning Gain,Unit 2 Pre-Test,Unit 2 Post-Test,Placeholder,Unit 4 Pre-Test,Unit 4 Post-Test,Number of Assists,# Exercise Problems Completed,# Assessment Problems Completed,% Assessment Problems Correct,Percent Observations On Task,Percent Observations Off Task,Percent Observations Idle or ?,Total Observations,Unit2_Pre_1.A,Unit2_Pre_1.B,Unit2_Pre_1.C,Unit2_Pre_1.D,Unit2_Pre_1.E,Unit2_Pre_1.F,Unit2_Pre_2.A,Unit2_Pre_2.B,Unit2_Pre_3.A,Unit2_Pre_3.B,Unit2_Pre_3.C,Unit2_Pre_3.D,Unit2_Pre_4,Unit2_Pre_5.A,Unit2_Pre_5.B,Unit2_Pre_5.C,Unit2_Pre_5.D,Unit2_Pre_5.E,Unit2_Pre_5.F,Unit2_Pre_5.G,Unit2_Pre_5.H,Unit2_Pre_5.I,Unit2_Pre_5.J,Unit2_Pre_5.K,Unit2_Pre_6.A,Unit2_Pre_6.B,Unit2_Pre_7.A,Unit2_Pre_7.B,Unit2_Pre_8.A,Unit2_Pre_8.B,Unit2_Post_1.A,Unit2_Post_1.B,Unit2_Post_1.C,Unit2_Post_1.D,Unit2_Post_1.E,Unit2_Post_1.F,Unit2_Post_2.A,Unit2_Post_2.B,Unit2_Post_3.A,Unit2_Post_3.B,Unit2_Post_3.C,Unit2_Post_3.D,Unit2_Post_4,Unit2_Post_5.A,Unit2_Post_5.B,Unit2_Post_5.C,Unit2_Post_5.D,Unit2_Post_5.E,Unit2_Post_5.F,Unit2_Post_5.G,Unit2_Post_5.H,Unit2_Post_5.I,Unit2_Post_5.J,Unit2_Post_5.K,Unit2_Post_6.A,Unit2_Post_6.B,Unit2_Post_7.A,Unit2_Post_7.B,Unit2_Post_8.A,Unit2_Post_8.B,Unit4_Pre_1.A,Unit4_Pre_1.B,Unit4_Pre_1.C,Unit4_Pre_1.D,Unit4_Pre_1.E,Unit4_Pre_1.F,Unit4_Pre_2.A,Unit4_Pre_2.B,Unit4_Pre_3.A,Unit4_Pre_3.B,Unit4_Pre_3.C,Unit4_Pre_3.D,Unit4_Pre_3.E,Unit4_Pre_3.F,Unit4_Pre_3.G,Unit4_Pre_3.H,Unit4_Pre_3.I,Unit4_Pre_3.J,Unit4_Pre_4.A,Unit4_Pre_4.B,Unit4_Pre_5.A,Unit4_Pre_5.B,Unit4_Post_1.A,Unit4_Post_1.B,Unit4_Post_1.C,Unit4_Post_1.D,Unit4_Post_1.E,Unit4_Post_3.A,Unit4_Post_3.B,Unit4_Post_3.C,Unit4_Post_3.D,Unit4_Post_3.E,Unit4_Post_3.F,Unit4_Post_3.G,Unit4_Post_3.H,Unit4_Post_3.I,Unit4_Post_3.J,Unit4_Post_4.A,Unit4_Post_4.B,Unit4_Post_5.A,Unit4_Post_5.B
234,Hamilton,5,tablet,,Absent,null,A,2,,17,0,7,9,0,563,617,99.02755267,83.83838384,8.080808081,8.080808081,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
235,Hamilton,5,tablet,,A,21,A,6,6,27,0,2,8,6,325,537,97.02048417,97,3,0,100,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
236,Hamilton,5,tablet,y,A,12,A,12,5,17,0,6,18,2,554,517,96.90522244,27.27272727,2.02020202,70.70707071,99,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0
238,Hamilton,5,tablet,,B,15,B,0,10,25,0,11,11,1,653,658,97.11246201,88.88888889,4.04040404,7.070707071,99,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0
239,Hamilton,5,tablet,y,A,16,B,6,11,27,0,13,19,1,703,694,99.13544669,72.72727273,11.11111111,16.16161616,99,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
240,Hamilton,5,tablet,y,B,16,A,6,11,27,0,13,19,5,767,695,99.71223022,92.85714286,3.06122449,4.081632653,98,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
241,Hamilton,5,tablet,,B,null,,,12,,0,,,0,5,0,null,null,null,null,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Hamilton,5,tablet,y,B,2,B,5,10,12,0,10,15,7,519,520,97.11538462,73.46938776,16.32653061,10.20408163,98,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
243,Hamilton,5,tablet,y,B,6,A,4,5,11,0,11,15,9,278,450,97.33333333,96.96969697,0,3.03030303,99,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
244,Hamilton,5,tablet,n,A,9,A,5,10,19,0,16,21,2,907,668,104.491018,92.92929293,5.050505051,2.02020202,99,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
246,Hamilton,6,tablet,y,A,17.5,A,3,0.5,18,0,14,17,1,354,558,98.74551971,94.44444444,3.333333333,2.222222222,90,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
247,Hamilton,6,tablet,y,B,24.5,B,9,3.5,28,0,12,21,2,1006,707,98.86845827,86.66666667,11.11111111,2.222222222,90,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
248,Hamilton,6,tablet,y,B,11.5,B,5,3.5,15,0,11,16,0,393,586,96.92832765,88.88888889,5.555555556,5.555555556,90,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
249,Hamilton,6,tablet,y,A,26.5,B,2,3.5,30,0,20,22,8,807,704,99.28977273,91.11111111,4.444444444,4.444444444,90,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,Hamilton,6,tablet,y,A,16,A,8,2,18,0,12,20,5,542,644,98.29192547,88.88888889,11.11111111,0,90,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
251,Hamilton,6,tablet,y,B,11,A,-2,2,13,0,17,15,3,363,538,97.95539033,75.28089888,17.97752809,6.741573034,89,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
252,Hamilton,6,tablet,y,A,21,A,5,2,23,0,14,19,3,659,665,99.39849624,86.36363636,7.954545455,5.681818182,88,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
253,Hamilton,6,tablet,y,B,26.5,B,15,0.5,27,0,3,18,5,257,540,96.2962963,85.55555556,4.444444444,10,90,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
254,Hamilton,6,tablet,y,A,9,,null,2,11,0,,16,3,563,634,96.68769716,73.33333333,20,6.666666667,90,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
255,Hamilton,6,tablet,y,A,16.5,A,null,3.5,20,0,5,,3,472,689,99.12917271,61.79775281,2.247191011,35.95505618,89,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,
256,Hamilton,6,tablet,y,B,23.5,A,7,3.5,27,0,6,13,1,381,534,98.87640449,76.66666667,15.55555556,7.777777778,90,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0
257,Hamilton,6,tablet,y,B,17,B,7,1,18,0,11,18,4,593,715,97.48251748,82.75862069,3.448275862,13.79310345,87,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
258,Hamilton,6,tablet,y,B,13,A,1,3,16,0,18,19,2,394,620,96.12903226,58.88888889,11.11111111,30,90,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
260,Hamilton,6,tablet,y,A,22.5,B,14,2.5,25,0,7,21,4,438,516,97.28682171,78.16091954,13.79310345,8.045977011,87,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
261,Hamilton,6,tablet,y,B,22.5,B,9,2.5,25,0,5,14,2,498,670,97.76119403,73.03370787,22.47191011,4.494382022,89,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
262,Hamilton,6,tablet,y,B,11.5,B,2,2.5,14,0,3,5,5,458,487,95.89322382,68.88888889,22.22222222,8.888888889,90,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Hamilton,6,tablet,n,A,19,,null,4,23,0,,14,4,346,669,94.31988042,72.22222222,12.22222222,15.55555556,90,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0
264,Hamilton,6,tablet,y,A,28.5,A,12,0.5,29,0,4,16,6,233,462,98.26839827,90,10,0,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
479,Hamilton,6,tablet,y,B,16.5,B,13,3.5,20,0,6,19,0,273,498,98.79518072,61.79775281,10.11235955,28.08988764,89,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
480,Hamilton,6,tablet,y,A,15,,null,1,16,0,,12,2,160,529,98.8657845,64.44444444,28.88888889,6.666666667,90,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0
481,Hamilton,6,tablet,y,B,25,B,6,3,28,0,10,16,1,85,23,4.347826087,5.128205128,1.282051282,0,78,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
5101,Hamilton,3,paper,y,A,12,B,11,4,16,0,11,22,0,88,464,93.10344828,85.22727273,9.090909091,5.681818182,88,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5102,Hamilton,3,paper,y,B,15,B,2,11,26,0,12,14,1,71,397,81.61209068,64.77272727,23.86363636,11.36363636,88,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
5103,Hamilton,3,paper,y,A,2,,null,6,8,0,,8,2,81,423,70.92198582,84.09090909,7.954545455,7.954545455,88,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
5104,Hamilton,3,paper,y,B,16,A,5,10,26,0,15,20,0,105,396,92.17171717,81.81818182,5.681818182,12.5,88,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
5105,Hamilton,3,paper,y,A,6,A,6,11,17,0,9,15,0,79,455,94.94505495,76.13636364,9.090909091,14.77272727,88,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
5106,Hamilton,3,paper,y,A,4,B,2,10,14,0,15,17,2,53,424,75,64.77272727,21.59090909,13.63636364,88,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
5107,Hamilton,3,paper,y,Absent,null,B,9,,,0,8,17,2,79,448,92.1875,68.18181818,22.72727273,9.090909091,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5108,Hamilton,3,paper,y,A,16,A,3,11,27,0,17,20,0,102,485,94.63917526,88.63636364,5.681818182,5.681818182,88,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
5109,Hamilton,3,paper,y,B,3,A,13,13,16,0,2,15,1,76,269,92.19330855,71.59090909,18.18181818,10.22727273,88,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0
5110,Hamilton,3,paper,y,B,9,B,7,10,19,0,12,19,3,81,364,90.93406593,68.18181818,25,6.818181818,88,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
5111,Hamilton,3,paper,y,B,7,A,9,9,16,0,8,17,0,16,362,96.96132597,64.77272727,4.545454545,30.68181818,88,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0
5112,Hamilton,3,paper,y,A,2,B,7,12,14,0,6,13,3,15,294,93.87755102,70.45454545,23.86363636,5.681818182,88,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1
5113,Hamilton,3,paper,y,A,2,,null,14,16,0,,19,1,71,318,94.02515723,76.13636364,19.31818182,4.545454545,88,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5114,Hamilton,3,paper,y,B,6,B,7,9,15,0,13,20,3,82,449,86.4142539,73.86363636,17.04545455,9.090909091,88,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5115,Hamilton,3,paper,y,B,0,A,15,14,14,0,5,20,1,48,402,89.80099502,82.95454545,12.5,4.545454545,88,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0